customer_id,name,phone,address,city,state,zip,email,account_open_date,last_payment_date,monthly_usage_kwh,monthly_bill,service_type,status,company,ip_address,browser,language
122,Rodney  Figueroa,708-666-9368,89023 Mary Gateway Apt. 705,West Micheal,NY,43438,robertsonerik@yahoo.com,2016-02-26,2024-04-12,526.9,$38.94,Gas,Active,,179.246.196.53,Safari,en-US
246,Brandon Greene DDS,5459668515,12347 King Radial,South Amandaville,ND,70438,marisa63@yahoo.com,07/28/2022,04-Feb-2024,660.9,311.42,Electric,Active,,143.196.36.227,Chrome,fr-FR
174,Kathleen Arnold,573.523.8017,22031 Lee Bypass,Barretthaven,UT,93995,robert51@gmail.com,22-Nov-2019,01/06/2025,1761.9,312.22 USD,Gas,Active,,219.185.44.18,Edge,EN-us
47,Christopher Dixon,(536) 992.3417,3292 Gregory Trail,Marshallshire,OR,27038,rebeccabailey@mullen.com,21-Jan-2021,2023-12-24,307.0,$304.25,Gas,Inactive,Maldonado-Macias,201.74.247.25,Firefox,en-US
249,Brandy Morales,4759241286,657 Russo Dale,Glennshire,MD,19557,barbara12@gmail.com,16-Oct-2015,2025-07-02,1323.1,405.5,Electric,Delinquent,,154.135.28.6,Firefox,en-GB
183,Antonio Gonzalez,732-207-7144,451 Kelly Run Suite 368,West Toddside,HI,30287,marshallsierra@gmail.com,12-Oct-2019,"June 19, 2024",587.3, $262.81,Water,Active,Mason Group,196.22.1.18,IE,EN-us
33,Michael Santos,(273) 261.3718,091 Crystal Heights Apt. 161,South Garrettport,AK,67560,ofinley@hotmail.com,"May 24, 2016","September 14, 2024",1103.0, $425.35,Gas,Active,Nguyen Inc,155.144.95.81,Edge,es
35,James Webb,237.665.2442,90974 Catherine Knoll Apt. 394,Lake Colton,SD,77449,karmstrong@haney-phillips.biz,"January 05, 2015",2025-04-26,1264.1,100.66 USD,Gas,Active,,111.13.156.159,Safari,es-ES
282,Courtney  Norris  DVM,+1 356 510 2578,3173 Wall View Suite 831,Duranmouth,DE,71082,frankcollins@garrett.com,07-Apr-2017,"October 16, 2025",720.1, $237.06,Water,Active,,12.68.73.176,Chrome,fr-FR
61,James Love,4494966219,1778 Anderson Village,Port Tammy,NY,60052,khammond@gmail.com,"August 21, 2020",11/28/2023,1752.4,364.54,Electric,Active,,20.229.128.177,IE,en-US
226,Bruce Chaney,568.236.2525,57828 Martinez Burg Suite 727,Ericside,MA,66010,lgreen@hart.com,2021-03-04,"August 22, 2024",692.0,77.85 USD,Gas,Active,,202.242.164.107,IE,en-US
234,Kayla  Brown,806.844.8304,50124 Bell Walk,New Ashley,OR,97932,bradley40@patton.com,2020-12-25,08/11/2025,239.7,$60,Gas,Active,,44.66.80.132,Edge,fr-FR
64,Derek  Wright,2219032752,27877 Jimenez Course Suite 873,New Michael,LA,85372,robertspatrick@barnes.com,09/17/2017,"August 19, 2024",519.1,20.67 USD,Gas,Active,,191.15.12.40,IE,es-ES
285,Marissa Howard,877-450-5056,38806 Gonzalez Flats,Port Casey,TN,,terrancemorrison@wood-smith.org,2022-09-19,2024-09-16,1099.9,$165.17,Electric,Active,,190.244.245.218,IE,EN-us
155,Jane Chapman,462-859-4787,3009 April Lane Apt. 565,East Ronaldshire,KS,32898-995,eanderson@kent.com,11-Jun-2015,07-Jan-2025,235.2,$203.18,Electric,Active,"Henderson, Diaz and Hill",214.132.168.147,chrome,en-GB
240,Jenna Simpson,863-216-3359,025 Pacheco Prairie,Port Patriciamouth,CT,21097,katie45@gmail.com,"July 16, 2016","July 22, 2025",1043.4,$288,Water,Inactive,,150.223.21.250,Safari,en-GB
204,Darius Coleman,391.756.6696,97519 Nixon Common,Lake Jessica,WV,82682,pbradford@shaw.com,2016-10-18,12/23/2025,1106.1,213.24 USD,Gas,Active,,133.1.203.182,Edge,es
46,Scott Williams,+1 301 902 7018,0529 Collier Lake,South Meganbury,OR,34878,umorse@patterson.com,"May 15, 2016",07/07/2023,1943.6, $295.93,Electric,Inactive,Warren-Foster,183.23.30.73,Safari,EN-us
228,Jennifer Henry,7148846868,8137 Lara Heights Apt. 662,East Jaredfort,NC,36370-806,raymond65@watson-mitchell.com,27-Feb-2018,19-May-2023,681.7, $149.12,Electric,Active,,152.12.167.185,Edge,es
214,Matthew Smith,+1 214 551 2823,9931 Ronald Valleys,Nguyenshire,DC,37770,lori17@jackson.com,14-Apr-2017,09/16/2025,784.4,$318.88,Water,Active,,163.105.101.200,Chrome,es-ES
40,Ms. Rebecca Rodriguez,654-370-5906,26811 WEST LAKE APT. 783,Lake Kristahaven,NH,59131,alexistyler@chapman.com,10/31/2019,"May 15, 2024",381.5,263.35,Electric,Active,,199.31.36.129,chrome,en-GB
22,Kylie Williams,(592) 910.3503,65726 Jessica Run Suite 987,Grahamshire,MD,64496,casey50@yahoo.com,09/13/2015,"May 10, 2025",1894.8, $409.08,Electric,Inactive,,18.197.241.68,Edge,fr-FR
99,Robert  Garcia,(801) 347.7525,275 Courtney Drive,Jensenmouth,IL,61007,derrick22@gmail.com,05-Aug-2022,02/25/2025,1026.5,$359.91,Gas,Active,,5.30.191.53,safari,en-US
67,Lauren Robles,+1 391 708 9151,30913 Scott Manor Apt. 636,Salaston,DC,65640-180,pbaker@lane.com,10/30/2019,24-Aug-2024,1338.8,64.12 USD,Gas,Active,,218.102.206.71,Safari,es
52,Nicole Bowers,+1 547 559 1100,4688 Burch Viaduct Apt. 924,Lake Timothystad,CT,92991-131,kylestokes@mckee-lee.org,01/11/2016,"February 09, 2025",771.6,215.07,Water,Active,,192.103.250.184,IE,en-US
134,Dennis Edwards,565.428.3872,89002 Christian Ways Apt. 175,West Tara,NY,10235,april91@stanley-wright.com,"November 15, 2022",03/08/2023,480.7, $279.03,Water,Active,,56.59.153.46,Firefox,es
24,Katherine Mcguire,+1 979 588 5558,7444 David Fields Suite 182,East Joanna,VA,12540-867,jeffrey34@perkins.biz,2021-01-18,12/17/2024,1520.8,$299.56,Electric,Active,"Bray, Warren and Campbell",25.122.217.220,Safari,en-GB
242,Jonathan  Hubbard,2834518883,1834 Williams Ports,Ballardland,OR,55029-647,christinacox@yahoo.com,"February 14, 2015","July 18, 2025",871.0,266.81 USD,Gas,Active,Vargas LLC,62.106.204.6,IE,es
131,Richard Jimenez,683-742-6856,3001 Mary Skyway Suite 218,Lake Jenniferview,IN,96096,marie35@ortiz.com,14-Sep-2017,2025-12-28,1172.6,348.54,Gas,Active,,172.203.200.28,safari,en-GB
222,Gabriela Randolph,8197110078,5281 Devon Isle,New Daniel,WA,81618,rodriguezmichael@hotmail.com,"July 08, 2016",26-Apr-2025,934.7,213.88,Water,Inactive,,192.141.109.67,Chrome,es-ES
113,Sylvia Schroeder,895.297.3221,4522 Conner Oval,Grantside,RI,95969,brookssheri@yahoo.com,06/03/2016,05/26/2024,1534.9,325.9,Water,Active,Walker-Chapman,100.203.101.123,chrome,es-ES
166,Clinton Johnson,(501) 659.3906,006 Dalton River Apt. 164,East Joan,SC,25643,shelby13@sanders.com,2019-03-26,27-May-2025,363.8,259.34,Gas,Active,,74.235.61.196,Safari,en-US
139,Marcus Roberts,354-970-2584,158 Aguilar Shores Suite 846,New Danielfurt,AR,87296,tinasantos@gmail.com,2017-07-20,"March 03, 2025",1166.8,$435,Electric,Active,"Brown, Adams and Floyd",180.175.138.151,safari,es
239,ernest bennett,+1 312 488 1510,6246 Gallagher Port,Kellerside,NJ,60173,johnsonangela@yahoo.com,"July 22, 2019",06/10/2025,321.2,$305,Water,Active,,181.0.127.214,safari,fr-FR
161,Brian Mora,4590749409,9579 Henry Track Suite 639,North Alicia,NJ,16094,duranamber@gmail.com,2022-02-06,"July 11, 2025",312.5, $303.14,Gas,Active,,219.28.253.191,IE,fr-FR
217,Shari Hatfield,3194269176,772 Elizabeth Cape,Lake Michaelborough,KS,99983,qtownsend@hill.com,"July 20, 2017",05/07/2024,1824.0,203.38 USD,Gas,Active,Jensen-Wu,131.91.114.208,chrome,en-GB
54,Aaron Miller,207-709-8055,43410 Robert Underpass Suite 117,Lake Zacharybury,FL,97562,marydunn@hotmail.com,2018-12-21,2025-03-24,1846.3,$208,Gas,Active,,150.148.137.185,chrome,es
59,Amanda Hernandez,3738920648,5431 Jill Parks Suite 814,Janeborough,LA,53054,nathan19@gmail.com,2016-06-07,17-May-2025,401.5,27.84 USD,Electric,Active,,197.246.253.47,Safari,en-GB
178,Kayla Duncan,729-457-7165,4196 Jessica Stream,Lauraburgh,UT,55224,johnsonmichael@baker.com,"June 17, 2020",01/14/2023,200.3,209.16,Water,Active,"Johnston, Velez and Larson",152.107.64.98,Safari,es-ES
230,Sandra Kennedy,(487) 231.6556,14719 Perkins Port,Oneillfort,DE,61061,swhite@hotmail.com,2017-02-06,23-Sep-2024,857.0,325.23 USD,Gas,Inactive,,176.143.186.176,safari,es-ES
82,Joseph  Hill,897-989-3252,18233 Ochoa Grove Apt. 564,Millerfurt,OK,72350,shawheidi@yahoo.com,05/09/2020,11-Aug-2024,1820.5,$142.73,Electric,Active,Branch and Sons,178.148.105.239,chrome,es
184,Thomas Torres,+1 791 552 7522,4384 Connie Wells Suite 084,East Matthew,TN,68536,bgarner@yahoo.com,11/04/2022,07/25/2023,1611.7,238.59 USD,Water,Active,,88.118.20.217,Safari,fr-FR
111,francis robinson,+1 233 481 4683,13348 Kathryn Forges,Kellyburgh,IA,74921,stokesthomas@yahoo.com,2021-03-01,22-Aug-2023,1107.0,353.3 USD,Electric,Inactive,,219.123.38.193,Safari,fr-FR
272,Stephanie Harrington,(229) 322.5541,725 Lauren Shores Suite 636,Ambermouth,KY,72978,kathleenwagner@yahoo.com,"May 05, 2021","June 12, 2024",777.7,$438.93,Water,Active,,213.76.183.92,Safari,EN-us
255,Duane Conley,(411) 346.5439,1371 Johnson Springs,South Nathanielville,MD,14931,brandybonilla@hotmail.com,09/08/2021,2025-10-20,728.3,289.69 USD,Electric,Active,Johnson Group,201.208.243.237,IE,en-US
115,Derek Wright,+1 898 980 1793,7658 Garcia Neck Apt. 642,East Shannon,AZ,30707,jonathan10@cruz.biz,"December 13, 2019","January 02, 2023",1770.2,107.0,Gas,Active,,144.182.80.251,Firefox,en-US
209,brent  garcia,730-338-5945,91093 Jean Crest Apt. 228,Port Cassandrafurt,WV,46170,jeffrey44@gmail.com,03/17/2021,2023-07-13,319.9,217.96,Gas,Inactive,"Knight, Coffey and Kemp",217.109.27.41,Firefox,es-ES
167,Matthew Dalton,877.508.9037,82997 Mills Route Suite 578,Port Christopher,MN,,imcdonald@yahoo.com,08-Dec-2022,12/12/2025,182.9, $431.5,Water,Active,,147.109.189.29,Edge,en-US
142,Kenneth Howard DDS,1524979220,8861 Walker Forest,Markport,WV,45203,susanmeyer@hotmail.com,2019-03-06,22-Nov-2024,1723.6,$154,Water,Active,,204.18.7.172,Safari,es-ES
295,Cristian Pruitt,(808) 902.7722,58025 Myers Creek Apt. 867,South Stephanieborough,IL,44167,jamie48@gmail.com,11-Dec-2016,07/31/2024,404.7,56.29 USD,Gas,Delinquent,,158.98.203.192,Safari,en-US
262,James Palmer,+1 953 256 9433,146 Wilson Road Suite 760,West Jessica,MI,57918,jenniferrice@yahoo.com,2020-03-21,18-Jan-2025,1424.5, $95.36,Water,Active,Hall-Robinson,222.253.175.27,Firefox,en-GB
53,Phillip Nelson,478-653-7947,8536 Nicholas Burgs,Sarahmouth,FL,24918,odavis at wilkerson-arias.biz,"November 14, 2018",16-Aug-2023,998.9, $311.63,Water,Active,Johnson Group,193.240.47.51,IE,en-US
173,Mr. Edward Terry,255.969.9992,82744 Gibson Trail,Grosstown,MN,22871-302,amymorris@hill-guerra.net,"July 06, 2021",08-Nov-2024,245.1,75.13,Water,Active,"Allen, Le and Barrett",193.97.54.145,Edge,fr-FR
269,Dustin Glover,724-603-4185,1266 Christopher Manors Apt. 737,West Ericafurt,OH,97394-469,pstone@murphy.com,06/17/2019,25-May-2025,605.1,$186.03,Gas,Active,,195.14.5.185,IE,en-US
186,Pamela Beard,568-444-1004,31220 Obrien Ridge Apt. 933,West Christopherfort,NY,97773,vturner@hotmail.com,"June 07, 2019",2024-02-15,1842.4,$336.88,Water,Active,,219.247.121.180,IE,es-ES
201,Brent Wallace,324-986-5078,7013 Paige Throughway Apt. 227,Petershire,ID,36106,gjones@hotmail.com,2020-03-02,12/03/2025,1875.6,223.31 USD,Electric,Active,Maldonado LLC,185.190.223.233,IE,EN-us
179,Anthony Wise,+1 937 316 8889,604 Luis Port,West Wayne,FL,63857,hbutler@gmail.com,04/02/2015,03/30/2023,312.7,266.6,Water,Active,,57.36.253.123,Chrome,en-GB
199,Nicole  Owens,910.901.5454,32945 White Shores Suite 577,North Thomasstad,NH,18973,hesssamantha@davis-collins.info,01/17/2017,2024-08-16,932.9, $293.86,Water,Active,Campbell LLC,204.210.206.31,Chrome,en-GB
96,Jaime  Jones,622-340-4791,175 Laura Locks,South Mallory,KY,17923,rrobertson at mayer.com,"December 05, 2021",2025-09-26,852.1, $22.84,Electric,Active,,165.103.113.243,Firefox,en-US
275,Brett Thomas,8182034227,937 Avery Grove,West Stevenchester,NJ,,nicholas10@gmail.com,27-Nov-2018,01/12/2025,1070.1, $371.33,Gas,Active,,115.189.102.160,chrome,en-US
127,Cory Wilson,+1 921 913 1660,9725 Kimberly Oval Suite 250,South Joshuaburgh,WV,,robert22@gmail.com,12/22/2022,"December 29, 2024",557.3,240.79 USD,Electric,Active,,124.90.39.130,Edge,EN-us
95,Laura Patel,(711) 763.6530,0422 Dustin Islands,Port Megan,NM,74303,tiffany44@adams.com,03/02/2020,12/22/2024,1002.2, $80.18,Water,Delinquent,,49.50.169.104,IE,en-US
288,Alex Cameron,384.219.9457,55289 Johns Circles Apt. 223,New Nicholas,MD,71249,deckerderrick@cobb.com,"January 02, 2018",05/03/2023,518.7,176.64,Water,Active,,215.211.89.194,Edge,fr-FR
80,Erica Harris,+1 824 695 4150,48996 Hernandez Isle,South Ashley,NM,49008,owilliams@hotmail.com,03/29/2018,28-Sep-2025,1870.7, $226.32,Water,Active,"Pena, Cohen and Scott",175.246.94.176,chrome,EN-us
203,Joshua Bates,261-564-3521,42201 Douglas Oval Suite 212,Daltonchester,HI,,jacobcruz@yahoo.com,11-Aug-2017,"December 12, 2024",1394.0,$335.27,Gas,Active,,190.102.198.96,Chrome,fr-FR
58,Jeremy West,362.572.7108,658 Stephanie Divide,Johnsonland,WI,16863,yhill@gmail.com,28-Jan-2022,15-May-2023,604.1,$61,Water,Inactive,,220.64.87.220,IE,en-GB
92,Hannah Bruce,(674) 259.7761,286 Carlson Ports Suite 627,New Garrett,DC,,samantha91@anderson.com,21-Sep-2017,21-Feb-2024,1701.9,$298,Electric,Active,,111.55.76.203,Chrome,es-ES
137,Craig Martinez,(821) 644.3573,60917 Barrett Parkways Apt. 708 Apt. 340,New Savannahshire,NY,80795,stephenharrington at hotmail.com,22-Dec-2017,09/01/2024,1165.0,$61,Gas,Active,,43.29.22.0,Edge,en-US
291,Julie Oliver,734-880-9605,4602 Hall Rue Apt. 514,Port Joshuabury,DE,51079,amcdonald@yahoo.com,"September 10, 2018","April 28, 2024",391.6,$113.74,Gas,Active,,102.205.29.44,IE,en-US
145,Laurie Haynes,(785) 998.4511,0728 Derek Lock Suite 245,New Nancyberg,AZ,63674,sarah14@turner.info,2020-10-03,"January 19, 2023",1222.2,411.95,Electric,Active,,57.56.162.112,Firefox,es
149,Lynn Hess,794.835.2166,256 Patricia Radial Suite 278,South Michaeltown,IA,,rebeccaarnold at hotmail.com,"August 20, 2022",21-Dec-2025,317.9,197.64,Electric,Active,,200.143.189.85,Edge,en-GB
341,Mallory Barajas,5275868541,7288 Heather Motorway,Johnsonburgh,MN,28293,jcolon@hotmail.com,2021-08-02,10/22/2023,1973.9, $150.39,Electric,Delinquent,,58.38.211.236,Edge,en-US
132,Anthony Li,228.920.6761,255 Friedman Grove,West Lisaburgh,MO,74517,michael56@wilson.com,29-Jan-2021,"December 26, 2023",503.6,$36.32,Electric,Active,,175.22.91.105,Firefox,EN-us
79,James Jacobs,(232) 786.2800,33173 Randy Garden Suite 467,Kylestad,NM,36724,lopezkathleen@powers.com,"August 08, 2019",05/08/2023,683.8, $243.03,Water,Active,,158.12.33.140,Safari,fr-FR
121,Lee Steele,+1 882 959 3877,4447 Teresa Forks,West Terri,WI,55443,vpreston@young.com,12-Nov-2020,08-Dec-2023,1479.2,74.58 USD,Electric,Inactive,Adams-Butler,222.34.138.219,safari,fr-FR
243,Gregory Jones,373.786.1845,4987 Nicole Road Apt. 973,Adamsside,RI,73538-184,ryan85@gmail.com,2016-06-03,23-Jul-2024,586.7,76.99 USD,Gas,Active,Michael-Barber,55.80.70.177,Safari,EN-us
244,David Francis,(696) 385.9640,4424 Richard Crescent,East Anthony,ME,,ejenkins@hotmail.com,08/17/2016,"October 12, 2025",1338.3,351.26,Water,Active,Washington-Esparza,177.47.34.116,chrome,es-ES
14,Donald Jones,700.457.1832,42940 Candace Key,Samuelhaven,MS,27146-752,darlene68@yahoo.com,12/08/2017,"June 23, 2025",196.7,$261.19,Water,Delinquent,,209.107.157.77,safari,es-ES
94,Ashley Wilson,709.677.2615,34074 Atkins Corners Suite 133,Michellechester,RI,36624,wolfscott@gmail.com,27-Feb-2019,2025-04-27,1495.4,261.89,Electric,Active,,22.159.70.86,IE,es
287,Adriana Smith,611.431.2506,950 James Haven,East Nicole,HI,84242,spencerdouglas at yahoo.com,"December 15, 2020",05/24/2025,1320.5,$169.35,Gas,Active,,163.239.120.57,chrome,EN-us
274,Joseph Flores,+1 298 747 6761,4111 JUSTIN FALLS SUITE 124,Gregoryton,MD,73556,batkins@kim-perry.net,15-Aug-2019,2023-11-30,481.2, $113.69,Electric,Inactive,,67.190.126.64,chrome,EN-us
336,Jennifer Thomas,426.863.2035,910 Eric River Apt. 147,Tuckermouth,KY,11824,reesejason@chavez-moore.com,2017-12-19,20-Jul-2025,1189.9,309.32 USD,Water,Delinquent,Fischer Inc,146.32.181.207,Safari,fr-FR
215,Leslie Rogers,268-597-5445,19620 Miller Avenue,North Jasmine,LA,48337,donald62@wood.org,"April 13, 2022","April 18, 2024",1812.6,$238.67,Gas,Inactive,,191.59.126.128,Safari,en-GB
101,Rebecca Allen,205-515-8286,5269 Diaz Springs,Port Thomas,CA,,allendanielle@gmail.com,"February 06, 2017","July 08, 2025",740.1,$64.42,Electric,Active,,32.225.253.211,safari,fr-FR
36,Jacob Anderson,229-845-4920,842 Sloan Orchard Suite 517,East Karenbury,TX,,julie23@gmail.com,2019-07-30,2024-04-05,1313.0,$218.42,Electric,Active,,201.150.243.9,IE,es
270,Mallory Barajas,5275868541,7288 Heather Motorway,Johnsonburgh,MN,28293,jcolon@hotmail.com,2021-08-02,10/22/2023,1973.9, $150.39,Electric,Delinquent,,58.38.211.236,Edge,en-US
21,Claudia Lyons,936.716.7991,41904 Sanders Stravenue,North Brittany,SC,72216,catherinestuart@hotmail.com,18-Jan-2020,21-May-2024,995.0, $349.3,Electric,Active,Garcia LLC,204.247.235.183,Firefox,en-GB
266,Brenda Patterson,351-561-5659,72081 Matthew Locks Apt. 606,Lake Sandraberg,OK,47387,hcrane@hotmail.com,01/16/2017,11/11/2023,1987.9,$122.3,Water,Active,,9.46.210.98,Safari,en-GB
219,James Ellis,(226) 980.5372,17762 Robinson Hill Apt. 929,North Robert,NM,13418,theresa35@johnson.com,2019-01-11,09/03/2025,964.1, $236.0,Water,Active,,61.157.232.89,Edge,fr-FR
73,Daniel Bernard,545.777.1674,878 KATHLEEN SPRINGS APT. 878,Christianshire,AR,,spencerzhang@yahoo.com,12-Mar-2022,"March 07, 2024",1021.2,$285.79,Water,Active,,196.207.2.47,Firefox,fr-FR
197,Stephen Garcia,478.761.8288,34485 Lambert Groves Apt. 241,New Anitaville,ND,69840,lanelarry@gmail.com,"January 28, 2022",08-Dec-2025,1102.4,$411,Electric,Active,,184.172.117.119,Firefox,en-GB
341,Tracy Webster,5558545314,69375 Mark Rest Apt. 983,Jamesland,NV,56380,hmorgan@mendoza.com,"June 15, 2016","November 30, 2025",1773.1,231.78,Electric,Active,,200.89.121.86,Chrome,en-US
278,Theresa Reid,204.942.2616,502 Chelsea Avenue Apt. 268,Farmerside,WY,87251,john55@gmail.com,"January 28, 2017",08/08/2023,877.0,$379,Water,Active,"Curtis, Ryan and Stafford",211.243.5.65,Firefox,en-US
296,Kenneth Collins,673-403-5289,597 Ford Canyon,West Debbiemouth,UT,44099,ahill@griffin.org,2016-09-03,01/23/2025,77.5,$427.31,Water,Active,,195.144.121.254,Edge,es
146,Theresa Torres,+1 670 458 4575,23943 Howard Union,Port Karenside,SD,23410,robertbrewer@hotmail.com,31-Jan-2015,01-Aug-2024,174.5,$314,Gas,Active,,210.39.213.240,Firefox,es
216,Christine Bowman,(742) 512.6465,279 Courtney Tunnel,Michaeltown,IA,,lallen at hotmail.com,03-Sep-2022,28-Dec-2024,588.0, $121.57,Electric,Active,,70.31.175.41,safari,en-US
265,Shelby Bartlett,498-393-2031,76037 Mitchell Extension Apt. 822,West Nathanchester,SC,63961,jean87@harrell.com,28-Jun-2021,"October 30, 2024",1691.7, $275.14,Gas,Active,,221.126.191.147,safari,es-ES
3,Holly Wood,(991) 496.2307,835 Jeremy Bypass Suite 641,New Nancy,IL,57819,jacqueline19 at jackson.biz,28-Oct-2016,12/28/2024,1237.8,$308.18,Electric,Active,"Porter, Wilkerson and Day",107.242.47.175,Edge,fr-FR
195,Alicia Ray,+1 819 860 7479,8299 Lopez Crescent Suite 504,Millerbury,NV,86928,carl24@gmail.com,"November 03, 2020",04/27/2025,293.8,$99.07,Electric,Active,,147.89.46.216,chrome,es
210,Timothy Fowler,+1 694 377 8999,14066 Ferrell Green Suite 271,Krauseborough,MO,88018,qschwartz@yahoo.com,15-Mar-2022,"March 18, 2023",1847.6,$53.75,Gas,Active,,38.240.134.95,Edge,en-US
51,Gloria Miranda,+1 814 519 6761,592 Moore Falls,Lake Samuel,MN,24184,zoemoore at richard-garcia.net,05-Dec-2018,24-Aug-2023,1698.1,$267,Water,Active,,203.241.183.1,Chrome,EN-us
7,Adrienne Zimmerman,(259) 446.2290,299 Sanchez Mountains,Leeville,NE,,carlosjohnson@jones-young.info,12/21/2020,"September 20, 2023",566.9,427.14,Water,Active,Henderson-Owens,211.38.61.61,IE,es
202,Taylor Robbins,882-423-2850,40580 Jacqueline View Suite 140,South Jacqueline,SC,,aguilarcheryl@hotmail.com,2018-02-04,03/21/2025,1183.1,$23.84,Water,Active,,188.254.56.49,Firefox,en-US
125,Debbie Dawson,(629) 703.1981,520 Bright Green Suite 660,West Jessica,TX,40339-965,edwardcannon@gmail.com,"October 29, 2020","February 01, 2025",1182.5,$439.06,Water,Active,,201.231.39.32,Chrome,EN-us
267,Stephen  Haynes,+1 659 752 3663,673 Terry Valleys,Roweport,AZ,,regina04@hotmail.com,08/07/2020,27-Jul-2025,1952.4, $87.1,Gas,Active,,212.8.60.253,Firefox,EN-us
75,Laura Williams,(535) 791.6123,46226 Haney Light Suite 661,Lake Michelle,HI,50441,weaverbrian@gmail.com,2020-07-30,"July 04, 2023",469.5,237.34,Gas,Active,,212.19.58.48,IE,es
110,Carrie Lewis,(768) 370.9022,14626 Dawn Union Apt. 806,Timothyfort,OK,57059,joshua20@harvey.biz,"February 09, 2015",10/07/2023,1035.6, $370.54,Gas,Active,,216.167.104.191,chrome,fr-FR
63,Jennifer Fowler,3914799481,7102 Perry Mountain Apt. 592,Michellemouth,MI,,dawn47@gmail.com,2015-11-21,06/08/2024,1883.4, $379.03,Water,Active,Anderson-Wood,215.188.81.11,Firefox,en-GB
180,Nicole Johnston,852.219.5644,641 Shaw Trail,Port Dennis,ID,73133,ryanhartman@anderson.info,11/29/2016,04/21/2025,1265.3,361.68,Water,Active,,140.140.228.20,Firefox,fr-FR
148,Margaret Hill,+1 719 507 3785,5478 Gregory Rest Apt. 428,West Jessica,CA,26769-858,erinrivera@yahoo.com,11/25/2017,2024-11-18,1501.2,115.57,Gas,Active,,208.152.158.141,Firefox,es-ES
273,Laura Hogan,(254) 479.6917,837 David Place,North Joshua,IA,79417,schneiderchristopher@hotmail.com,2022-03-02,11/18/2025,1541.1,349.57,Water,Inactive,,193.227.114.11,safari,es-ES
157,Mark Brock,900-944-3140,066 Dawson Ranch,Port Lorifort,AL,18301,bfrost@brown.com,07-Dec-2017,01/26/2023,1062.2,440.5 USD,Water,Active,Jefferson PLC,142.211.178.125,chrome,es
45,Leslie Rose,2250084428,43244 Wilson Parks Apt. 39,Thompsonfurt,VT,80457-238,walkertracey@gmail.com,"May 11, 2019","January 29, 2025",1776.6,272.56,Water,Active,,126.181.85.102,Edge,es-ES
187,James Wells,7717301394,12797 Delacruz Gateway Apt. 180,Sullivanton,WA,,jeremyortiz@schaefer.com,24-Oct-2015,2024-11-27,1758.4,365.27 USD,Water,Active,,188.156.225.243,Edge,EN-us
72,Angie Caldwell,327-730-3507,4990 Valdez Square Apt. 017,Erikhaven,VT,78012,thomasboyle@green.info,2018-03-09,05/28/2024,585.2, $293.07,Water,Active,,185.112.242.179,IE,es
90,Angelica Guerra,303-808-1550,40105 Erica Expressway Apt. 828,West Anita,IN,15798,larry73@webb.info,"July 06, 2019",04/24/2024,323.3,$344.39,Gas,Active,,181.246.225.181,IE,es-ES
196,James Johnson,9157794625,845 Kayla Courts Apt. 307 Apt. 407,Reeveshaven,AL,91015,wallaceangel at stein-moore.com,2016-09-28,09-Mar-2025,914.2,118.62 USD,Electric,Active,,169.139.37.77,Chrome,en-US
259,Brad Gordon,374.791.4763,779 Peterson Well Apt. 321,Monicaville,ND,87539,lwhite@williams-butler.com,"April 23, 2020",2024-07-25,533.3,333.91,Gas,Active,,71.119.168.31,IE,en-GB
85,Erin Walters,211.467.6890,96194 Jennifer Corner Suite 262,Stewartville,AL,,jperez@yahoo.com,06/10/2018,10-Apr-2025,766.7,316.82 USD,Electric,Active,Wallace-Juarez,75.254.58.31,Safari,fr-FR
235,Carolyn Webster,+1 601 387 6412,6638 Rick Trace,Davidville,DC,72303-215,glasssamantha@wells.com,"December 10, 2018",08/02/2025,1228.7,141.37 USD,Electric,Active,,164.156.194.83,chrome,en-US
140,Melissa Phillips,350.323.8357,84066 Frye Spur Suite 800,Jamesmouth,IN,26539,lisa19@stevenson.net,"June 24, 2015","June 10, 2023",1676.5,106.83,Gas,Active,,202.188.72.144,safari,en-US
23,Jerry Christensen,(699) 424.5471,4549 PETERS PATH,North John,NM,62994,anthony52@yahoo.com,"November 07, 2016",2023-09-19,1150.6, $409.98,Electric,Active,,195.231.132.243,safari,fr-FR
11,Gregory Jones,3303901283,841 Joseph Coves,West Juan,VT,51104,justin78@turner.net,2015-08-23,09/03/2025,206.2, $44.46,Electric,Active,Harris-Walters,184.9.47.110,safari,en-GB
159,Debbie Russell,8439368482,769 Carrillo Throughway Suite 779,South Darrenland,SC,64046,gordonmatthew@pratt.net,2015-05-27,06-Jul-2023,453.4, $402.75,Water,Active,,46.183.44.227,safari,en-US
32,Veronica Allen,(445) 377.2229,662 Hanna Crossroad Suite 171,Smithberg,SD,14278,melissajenkins@yahoo.com,06-Aug-2017,"August 02, 2024",1851.6,50.61,Water,Active,,80.246.34.28,Safari,fr-FR
133,Melissa Mendoza,+1 260 222 3420,69797 Cheryl Tunnel,Cherylberg,NM,57826,danielhorton@gmail.com,25-Oct-2015,2025-03-21,316.1,164.72 USD,Electric,Active,,30.26.29.121,chrome,fr-FR
163,Veronica Parks,+1 928 954 4560,26728 Floyd Hills Suite 890,Garciaburgh,IL,98129,linda86@gonzalez-marsh.com,06/27/2016,28-Oct-2025,1146.4,325.45 USD,Water,Active,,134.41.207.101,Edge,es
