customer_id,city,state,zip,email,monthly_usage_kwh,monthly_bill,service_type,status,ip_address,monthly_bill_clean,phone,name,address,language,company,account_open_date,last_payment_date,browser
28,Moonburgh,NE,41499,mnavarro@johnson-perez.org,623.8,$360.96,Gas,Active,193.46.183.83,360.96,769-210-9464,"katherine miller","490 thomas run",es-ES,unknown,2022-09-29,2025-10-02,ie
122,"West Micheal",NY,43438,robertsonerik@yahoo.com,526.9,$38.94,Gas,Active,179.246.196.53,38.94,708-666-9368,"rodney  figueroa","89023 mary gateway apt. 705",en-US,unknown,2016-02-26,2024-04-12,safari
246,"South Amandaville",ND,70438,marisa63@yahoo.com,660.9,311.42,Electric,Active,143.196.36.227,311.42,545-966-8515,"brandon greene dds","12347 king radial",fr-FR,unknown,2022-07-28,2024-02-04,chrome
174,Barretthaven,UT,93995,robert51@gmail.com,1761.9,"312.22 USD",Gas,Active,219.185.44.18,312.22,573-523-8017,"kathleen arnold","22031 lee bypass",en-US,unknown,2019-11-22,2025-01-06,edge
47,Marshallshire,OR,27038,rebeccabailey@mullen.com,307,$304.25,Gas,Inactive,201.74.247.25,304.25,(53-6)9-9234,"christopher dixon","3292 gregory trail",en-US,maldonado-macias,2021-01-21,2023-12-24,firefox
249,Glennshire,MD,19557,barbara12@gmail.com,1323.1,405.5,Electric,Delinquent,154.135.28.6,405.50,475-924-1286,"brandy morales","657 russo dale",en-GB,unknown,2015-10-16,2025-07-02,firefox
183,"West Toddside",HI,30287,marshallsierra@gmail.com,587.3," $262.81",Water,Active,196.22.1.18,262.81,732-207-7144,"antonio gonzalez","451 kelly run suite 368",en-US,"mason group",2019-10-12,2024-06-19,ie
33,"South Garrettport",AK,67560,ofinley@hotmail.com,1103," $425.35",Gas,Active,155.144.95.81,425.35,(27-3)2-6137,"michael santos","091 crystal heights apt. 161",es-ES,"nguyen inc",2016-05-24,2024-09-14,edge
35,"Lake Colton",SD,77449,karmstrong@haney-phillips.biz,1264.1,"100.66 USD",Gas,Active,111.13.156.159,100.66,237-665-2442,"james webb","90974 catherine knoll apt. 394",es-ES,unknown,2015-01-05,2025-04-26,safari
282,Duranmouth,DE,71082,frankcollins@garrett.com,720.1," $237.06",Water,Active,12.68.73.176,237.06,356-510-2578,"courtney  norris  dvm","3173 wall view suite 831",fr-FR,unknown,2017-04-07,2025-10-16,chrome
61,"Port Tammy",NY,60052,khammond@gmail.com,1752.4,364.54,Electric,Active,20.229.128.177,364.54,449-496-6219,"james love","1778 anderson village",en-US,unknown,2020-08-21,2023-11-28,ie
226,Ericside,MA,66010,lgreen@hart.com,692,"77.85 USD",Gas,Active,202.242.164.107,77.85,568-236-2525,"bruce chaney","57828 martinez burg suite 727",en-US,unknown,2021-03-04,2024-08-22,ie
234,"New Ashley",OR,97932,bradley40@patton.com,239.7,$60,Gas,Active,44.66.80.132,60.00,806-844-8304,"kayla  brown","50124 bell walk",fr-FR,unknown,2020-12-25,2025-08-11,edge
64,"New Michael",LA,85372,robertspatrick@barnes.com,519.1,"20.67 USD",Gas,Active,191.15.12.40,20.67,221-903-2752,"derek  wright","27877 jimenez course suite 873",es-ES,unknown,2017-09-17,2024-08-19,ie
285,"Port Casey",TN,Unknown,terrancemorrison@wood-smith.org,1099.9,$165.17,Electric,Active,190.244.245.218,165.17,877-450-5056,"marissa howard","38806 gonzalez flats",en-US,unknown,2022-09-19,2024-09-16,ie
155,"East Ronaldshire",KS,32898,eanderson@kent.com,235.2,$203.18,Electric,Active,214.132.168.147,203.18,462-859-4787,"jane chapman","3009 april lane apt. 565",en-GB,"henderson, diaz and hill",2015-06-11,2025-01-07,chrome
240,"Port Patriciamouth",CT,21097,katie45@gmail.com,1043.4,$288,Water,Inactive,150.223.21.250,288.00,863-216-3359,"jenna simpson","025 pacheco prairie",en-GB,unknown,2016-07-16,2025-07-22,safari
204,"Lake Jessica",WV,82682,pbradford@shaw.com,1106.1,"213.24 USD",Gas,Active,133.1.203.182,213.24,391-756-6696,"darius coleman","97519 nixon common",es-ES,unknown,2016-10-18,2025-12-23,edge
46,"South Meganbury",OR,34878,umorse@patterson.com,1943.6," $295.93",Electric,Inactive,183.23.30.73,295.93,301-902-7018,"scott williams","0529 collier lake",en-US,warren-foster,2016-05-15,2023-07-07,safari
228,"East Jaredfort",NC,36370,raymond65@watson-mitchell.com,681.7," $149.12",Electric,Active,152.12.167.185,149.12,714-884-6868,"jennifer henry","8137 lara heights apt. 662",es-ES,unknown,2018-02-27,2023-05-19,edge
214,Nguyenshire,DC,37770,lori17@jackson.com,784.4,$318.88,Water,Active,163.105.101.200,318.88,214-551-2823,"matthew smith","9931 ronald valleys",es-ES,unknown,2017-04-14,2025-09-16,chrome
40,"Lake Kristahaven",NH,59131,alexistyler@chapman.com,381.5,263.35,Electric,Active,199.31.36.129,263.35,654-370-5906,"ms. rebecca rodriguez","26811 west lake apt. 783",en-GB,unknown,2019-10-31,2024-05-15,chrome
22,Grahamshire,MD,64496,casey50@yahoo.com,1894.8," $409.08",Electric,Inactive,18.197.241.68,409.08,(59-2)9-1035,"kylie williams","65726 jessica run suite 987",fr-FR,unknown,2015-09-13,2025-05-10,edge
99,Jensenmouth,IL,61007,derrick22@gmail.com,1026.5,$359.91,Gas,Active,5.30.191.53,359.91,(80-1)3-4775,"robert  garcia","275 courtney drive",en-US,unknown,2022-08-05,2025-02-25,safari
67,Salaston,DC,65640,pbaker@lane.com,1338.8,"64.12 USD",Gas,Active,218.102.206.71,64.12,391-708-9151,"lauren robles","30913 scott manor apt. 636",es-ES,unknown,2019-10-30,2024-08-24,safari
52,"Lake Timothystad",CT,92991,kylestokes@mckee-lee.org,771.6,215.07,Water,Active,192.103.250.184,215.07,547-559-1100,"nicole bowers","4688 burch viaduct apt. 924",en-US,unknown,2016-01-11,2025-02-09,ie
134,"West Tara",NY,10235,april91@stanley-wright.com,480.7," $279.03",Water,Active,56.59.153.46,279.03,565-428-3872,"dennis edwards","89002 christian ways apt. 175",es-ES,unknown,2022-11-15,2023-03-08,firefox
24,"East Joanna",VA,12540,jeffrey34@perkins.biz,1520.8,$299.56,Electric,Active,25.122.217.220,299.56,979-588-5558,"katherine mcguire","7444 david fields suite 182",en-GB,"bray, warren and campbell",2021-01-18,2024-12-17,safari
242,Ballardland,OR,55029,christinacox@yahoo.com,871,"266.81 USD",Gas,Active,62.106.204.6,266.81,283-451-8883,"jonathan  hubbard","1834 williams ports",es-ES,"vargas llc",2015-02-14,2025-07-18,ie
131,"Lake Jenniferview",IN,96096,marie35@ortiz.com,1172.6,348.54,Gas,Active,172.203.200.28,348.54,683-742-6856,"richard jimenez","3001 mary skyway suite 218",en-GB,unknown,2017-09-14,2025-12-28,safari
222,"New Daniel",WA,81618,rodriguezmichael@hotmail.com,934.7,213.88,Water,Inactive,192.141.109.67,213.88,819-711-0078,"gabriela randolph","5281 devon isle",es-ES,unknown,2016-07-08,2025-04-26,chrome
113,Grantside,RI,95969,brookssheri@yahoo.com,1534.9,325.9,Water,Active,100.203.101.123,325.90,895-297-3221,"sylvia schroeder","4522 conner oval",es-ES,walker-chapman,2016-06-03,2024-05-26,chrome
166,"East Joan",SC,25643,shelby13@sanders.com,363.8,259.34,Gas,Active,74.235.61.196,259.34,(50-1)6-5939,"clinton johnson","006 dalton river apt. 164",en-US,unknown,2019-03-26,2025-05-27,safari
139,"New Danielfurt",AR,87296,tinasantos@gmail.com,1166.8,$435,Electric,Active,180.175.138.151,435.00,354-970-2584,"marcus roberts","158 aguilar shores suite 846",es-ES,"brown, adams and floyd",2017-07-20,2025-03-03,safari
239,Kellerside,NJ,60173,johnsonangela@yahoo.com,321.2,$305,Water,Active,181.0.127.214,305.00,312-488-1510,"ernest bennett","6246 gallagher port",fr-FR,unknown,2019-07-22,2025-06-10,safari
161,"North Alicia",NJ,16094,duranamber@gmail.com,312.5," $303.14",Gas,Active,219.28.253.191,303.14,459-074-9409,"brian mora","9579 henry track suite 639",fr-FR,unknown,2022-02-06,2025-07-11,ie
217,"Lake Michaelborough",KS,99983,qtownsend@hill.com,1824,"203.38 USD",Gas,Active,131.91.114.208,203.38,319-426-9176,"shari hatfield","772 elizabeth cape",en-GB,jensen-wu,2017-07-20,2024-05-07,chrome
54,"Lake Zacharybury",FL,97562,marydunn@hotmail.com,1846.3,$208,Gas,Active,150.148.137.185,208.00,207-709-8055,"aaron miller","43410 robert underpass suite 117",es-ES,unknown,2018-12-21,2025-03-24,chrome
59,Janeborough,LA,53054,nathan19@gmail.com,401.5,"27.84 USD",Electric,Active,197.246.253.47,27.84,373-892-0648,"amanda hernandez","5431 jill parks suite 814",en-GB,unknown,2016-06-07,2025-05-17,safari
178,Lauraburgh,UT,55224,johnsonmichael@baker.com,200.3,209.16,Water,Active,152.107.64.98,209.16,729-457-7165,"kayla duncan","4196 jessica stream",es-ES,"johnston, velez and larson",2020-06-17,2023-01-14,safari
230,Oneillfort,DE,61061,swhite@hotmail.com,857,"325.23 USD",Gas,Inactive,176.143.186.176,325.23,(48-7)2-3165,"sandra kennedy","14719 perkins port",es-ES,unknown,2017-02-06,2024-09-23,safari
82,Millerfurt,OK,72350,shawheidi@yahoo.com,1820.5,$142.73,Electric,Active,178.148.105.239,142.73,897-989-3252,"joseph  hill","18233 ochoa grove apt. 564",es-ES,"branch and sons",2020-05-09,2024-08-11,chrome
184,"East Matthew",TN,68536,bgarner@yahoo.com,1611.7,"238.59 USD",Water,Active,88.118.20.217,238.59,791-552-7522,"thomas torres","4384 connie wells suite 084",fr-FR,unknown,2022-11-04,2023-07-25,safari
111,Kellyburgh,IA,74921,stokesthomas@yahoo.com,1107,"353.3 USD",Electric,Inactive,219.123.38.193,353.30,233-481-4683,"francis robinson","13348 kathryn forges",fr-FR,unknown,2021-03-01,2023-08-22,safari
272,Ambermouth,KY,72978,kathleenwagner@yahoo.com,777.7,$438.93,Water,Active,213.76.183.92,438.93,(22-9)3-2255,"stephanie harrington","725 lauren shores suite 636",en-US,unknown,2021-05-05,2024-06-12,safari
255,"South Nathanielville",MD,14931,brandybonilla@hotmail.com,728.3,"289.69 USD",Electric,Active,201.208.243.237,289.69,(41-1)3-4654,"duane conley","1371 johnson springs",en-US,"johnson group",2021-09-08,2025-10-20,ie
115,"East Shannon",AZ,30707,jonathan10@cruz.biz,1770.2,107.0,Gas,Active,144.182.80.251,107.00,898-980-1793,"derek wright","7658 garcia neck apt. 642",en-US,unknown,2019-12-13,2023-01-02,firefox
209,"Port Cassandrafurt",WV,46170,jeffrey44@gmail.com,319.9,217.96,Gas,Inactive,217.109.27.41,217.96,730-338-5945,"brent  garcia","91093 jean crest apt. 228",es-ES,"knight, coffey and kemp",2021-03-17,2023-07-13,firefox
167,"Port Christopher",MN,Unknown,imcdonald@yahoo.com,182.9," $431.5",Water,Active,147.109.189.29,431.50,877-508-9037,"matthew dalton","82997 mills route suite 578",en-US,unknown,2022-12-08,2025-12-12,edge
142,Markport,WV,45203,susanmeyer@hotmail.com,1723.6,$154,Water,Active,204.18.7.172,154.00,152-497-9220,"kenneth howard dds","8861 walker forest",es-ES,unknown,2019-03-06,2024-11-22,safari
295,"South Stephanieborough",IL,44167,jamie48@gmail.com,404.7,"56.29 USD",Gas,Delinquent,158.98.203.192,56.29,(80-8)9-0277,"cristian pruitt","58025 myers creek apt. 867",en-US,unknown,2016-12-11,2024-07-31,safari
262,"West Jessica",MI,57918,jenniferrice@yahoo.com,1424.5," $95.36",Water,Active,222.253.175.27,95.36,953-256-9433,"james palmer","146 wilson road suite 760",en-GB,hall-robinson,2020-03-21,2025-01-18,firefox
53,Sarahmouth,FL,24918,"odavis at wilkerson-arias.biz",998.9," $311.63",Water,Active,193.240.47.51,311.63,478-653-7947,"phillip nelson","8536 nicholas burgs",en-US,"johnson group",2018-11-14,2023-08-16,ie
173,Grosstown,MN,22871,amymorris@hill-guerra.net,245.1,75.13,Water,Active,193.97.54.145,75.13,255-969-9992,"mr. edward terry","82744 gibson trail",fr-FR,"allen, le and barrett",2021-07-06,2024-11-08,edge
269,"West Ericafurt",OH,97394,pstone@murphy.com,605.1,$186.03,Gas,Active,195.14.5.185,186.03,724-603-4185,"dustin glover","1266 christopher manors apt. 737",en-US,unknown,2019-06-17,2025-05-25,ie
186,"West Christopherfort",NY,97773,vturner@hotmail.com,1842.4,$336.88,Water,Active,219.247.121.180,336.88,568-444-1004,"pamela beard","31220 obrien ridge apt. 933",es-ES,unknown,2019-06-07,2024-02-15,ie
201,Petershire,ID,36106,gjones@hotmail.com,1875.6,"223.31 USD",Electric,Active,185.190.223.233,223.31,324-986-5078,"brent wallace","7013 paige throughway apt. 227",en-US,"maldonado llc",2020-03-02,2025-12-03,ie
179,"West Wayne",FL,63857,hbutler@gmail.com,312.7,266.6,Water,Active,57.36.253.123,266.60,937-316-8889,"anthony wise","604 luis port",en-GB,unknown,2015-04-02,2023-03-30,chrome
199,"North Thomasstad",NH,18973,hesssamantha@davis-collins.info,932.9," $293.86",Water,Active,204.210.206.31,293.86,910-901-5454,"nicole  owens","32945 white shores suite 577",en-GB,"campbell llc",2017-01-17,2024-08-16,chrome
96,"South Mallory",KY,17923,"rrobertson at mayer.com",852.1," $22.84",Electric,Active,165.103.113.243,22.84,622-340-4791,"jaime  jones","175 laura locks",en-US,unknown,2021-12-05,2025-09-26,firefox
275,"West Stevenchester",NJ,Unknown,nicholas10@gmail.com,1070.1," $371.33",Gas,Active,115.189.102.160,371.33,818-203-4227,"brett thomas","937 avery grove",en-US,unknown,2018-11-27,2025-01-12,chrome
127,"South Joshuaburgh",WV,Unknown,robert22@gmail.com,557.3,"240.79 USD",Electric,Active,124.90.39.130,240.79,921-913-1660,"cory wilson","9725 kimberly oval suite 250",en-US,unknown,2022-12-22,2024-12-29,edge
95,"Port Megan",NM,74303,tiffany44@adams.com,1002.2," $80.18",Water,Delinquent,49.50.169.104,80.18,(71-1)7-6365,"laura patel","0422 dustin islands",en-US,unknown,2020-03-02,2024-12-22,ie
288,"New Nicholas",MD,71249,deckerderrick@cobb.com,518.7,176.64,Water,Active,215.211.89.194,176.64,384-219-9457,"alex cameron","55289 johns circles apt. 223",fr-FR,unknown,2018-01-02,2023-05-03,edge
80,"South Ashley",NM,49008,owilliams@hotmail.com,1870.7," $226.32",Water,Active,175.246.94.176,226.32,824-695-4150,"erica harris","48996 hernandez isle",en-US,"pena, cohen and scott",2018-03-29,2025-09-28,chrome
203,Daltonchester,HI,Unknown,jacobcruz@yahoo.com,1394,$335.27,Gas,Active,190.102.198.96,335.27,261-564-3521,"joshua bates","42201 douglas oval suite 212",fr-FR,unknown,2017-08-11,2024-12-12,chrome
58,Johnsonland,WI,16863,yhill@gmail.com,604.1,$61,Water,Inactive,220.64.87.220,61.00,362-572-7108,"jeremy west","658 stephanie divide",en-GB,unknown,2022-01-28,2023-05-15,ie
92,"New Garrett",DC,Unknown,samantha91@anderson.com,1701.9,$298,Electric,Active,111.55.76.203,298.00,(67-4)2-5977,"hannah bruce","286 carlson ports suite 627",es-ES,unknown,2017-09-21,2024-02-21,chrome
137,"New Savannahshire",NY,80795,"stephenharrington at hotmail.com",1165,$61,Gas,Active,43.29.22.0,61.00,(82-1)6-4435,"craig martinez","60917 barrett parkways apt. 708 apt. 340",en-US,unknown,2017-12-22,2024-09-01,edge
291,"Port Joshuabury",DE,51079,amcdonald@yahoo.com,391.6,$113.74,Gas,Active,102.205.29.44,113.74,734-880-9605,"julie oliver","4602 hall rue apt. 514",en-US,unknown,2018-09-10,2024-04-28,ie
145,"New Nancyberg",AZ,63674,sarah14@turner.info,1222.2,411.95,Electric,Active,57.56.162.112,411.95,(78-5)9-9845,"laurie haynes","0728 derek lock suite 245",es-ES,unknown,2020-10-03,2023-01-19,firefox
149,"South Michaeltown",IA,Unknown,"rebeccaarnold at hotmail.com",317.9,197.64,Electric,Active,200.143.189.85,197.64,794-835-2166,"lynn hess","256 patricia radial suite 278",en-GB,unknown,2022-08-20,2025-12-21,edge
341,Johnsonburgh,MN,28293,jcolon@hotmail.com,1973.9," $150.39",Electric,Delinquent,58.38.211.236,150.39,527-586-8541,"mallory barajas","7288 heather motorway",en-US,unknown,2021-08-02,2023-10-22,edge
132,"West Lisaburgh",MO,74517,michael56@wilson.com,503.6,$36.32,Electric,Active,175.22.91.105,36.32,228-920-6761,"anthony li","255 friedman grove",en-US,unknown,2021-01-29,2023-12-26,firefox
79,Kylestad,NM,36724,lopezkathleen@powers.com,683.8," $243.03",Water,Active,158.12.33.140,243.03,(23-2)7-8628,"james jacobs","33173 randy garden suite 467",fr-FR,unknown,2019-08-08,2023-05-08,safari
121,"West Terri",WI,55443,vpreston@young.com,1479.2,"74.58 USD",Electric,Inactive,222.34.138.219,74.58,882-959-3877,"lee steele","4447 teresa forks",fr-FR,adams-butler,2020-11-12,2023-12-08,safari
243,Adamsside,RI,73538,ryan85@gmail.com,586.7,"76.99 USD",Gas,Active,55.80.70.177,76.99,373-786-1845,"gregory jones","4987 nicole road apt. 973",en-US,michael-barber,2016-06-03,2024-07-23,safari
244,"East Anthony",ME,Unknown,ejenkins@hotmail.com,1338.3,351.26,Water,Active,177.47.34.116,351.26,(69-6)3-8596,"david francis","4424 richard crescent",es-ES,washington-esparza,2016-08-17,2025-10-12,chrome
14,Samuelhaven,MS,27146,darlene68@yahoo.com,196.7,$261.19,Water,Delinquent,209.107.157.77,261.19,700-457-1832,"donald jones","42940 candace key",es-ES,unknown,2017-12-08,2025-06-23,safari
94,Michellechester,RI,36624,wolfscott@gmail.com,1495.4,261.89,Electric,Active,22.159.70.86,261.89,709-677-2615,"ashley wilson","34074 atkins corners suite 133",es-ES,unknown,2019-02-27,2025-04-27,ie
287,"East Nicole",HI,84242,"spencerdouglas at yahoo.com",1320.5,$169.35,Gas,Active,163.239.120.57,169.35,611-431-2506,"adriana smith","950 james haven",en-US,unknown,2020-12-15,2025-05-24,chrome
274,Gregoryton,MD,73556,batkins@kim-perry.net,481.2," $113.69",Electric,Inactive,67.190.126.64,113.69,298-747-6761,"joseph flores","4111 justin falls suite 124",en-US,unknown,2019-08-15,2023-11-30,chrome
336,Tuckermouth,KY,11824,reesejason@chavez-moore.com,1189.9,"309.32 USD",Water,Delinquent,146.32.181.207,309.32,426-863-2035,"jennifer thomas","910 eric river apt. 147",fr-FR,"fischer inc",2017-12-19,2025-07-20,safari
215,"North Jasmine",LA,48337,donald62@wood.org,1812.6,$238.67,Gas,Inactive,191.59.126.128,238.67,268-597-5445,"leslie rogers","19620 miller avenue",en-GB,unknown,2022-04-13,2024-04-18,safari
101,"Port Thomas",CA,Unknown,allendanielle@gmail.com,740.1,$64.42,Electric,Active,32.225.253.211,64.42,205-515-8286,"rebecca allen","5269 diaz springs",fr-FR,unknown,2017-02-06,2025-07-08,safari
36,"East Karenbury",TX,Unknown,julie23@gmail.com,1313,$218.42,Electric,Active,201.150.243.9,218.42,229-845-4920,"jacob anderson","842 sloan orchard suite 517",es-ES,unknown,2019-07-30,2024-04-05,ie
270,Johnsonburgh,MN,28293,jcolon@hotmail.com,1973.9," $150.39",Electric,Delinquent,58.38.211.236,150.39,527-586-8541,"mallory barajas","7288 heather motorway",en-US,unknown,2021-08-02,2023-10-22,edge
21,"North Brittany",SC,72216,catherinestuart@hotmail.com,995," $349.3",Electric,Active,204.247.235.183,349.30,936-716-7991,"claudia lyons","41904 sanders stravenue",en-GB,"garcia llc",2020-01-18,2024-05-21,firefox
266,"Lake Sandraberg",OK,47387,hcrane@hotmail.com,1987.9,$122.3,Water,Active,9.46.210.98,122.30,351-561-5659,"brenda patterson","72081 matthew locks apt. 606",en-GB,unknown,2017-01-16,2023-11-11,safari
219,"North Robert",NM,13418,theresa35@johnson.com,964.1," $236.0",Water,Active,61.157.232.89,236.00,(22-6)9-8053,"james ellis","17762 robinson hill apt. 929",fr-FR,unknown,2019-01-11,2025-09-03,edge
73,Christianshire,AR,Unknown,spencerzhang@yahoo.com,1021.2,$285.79,Water,Active,196.207.2.47,285.79,545-777-1674,"daniel bernard","878 kathleen springs apt. 878",fr-FR,unknown,2022-03-12,2024-03-07,firefox
197,"New Anitaville",ND,69840,lanelarry@gmail.com,1102.4,$411,Electric,Active,184.172.117.119,411.00,478-761-8288,"stephen garcia","34485 lambert groves apt. 241",en-GB,unknown,2022-01-28,2025-12-08,firefox
341,Jamesland,NV,56380,hmorgan@mendoza.com,1773.1,231.78,Electric,Active,200.89.121.86,231.78,555-854-5314,"tracy webster","69375 mark rest apt. 983",en-US,unknown,2016-06-15,2025-11-30,edge
278,Farmerside,WY,87251,john55@gmail.com,877,$379,Water,Active,211.243.5.65,379.00,204-942-2616,"theresa reid","502 chelsea avenue apt. 268",en-US,"curtis, ryan and stafford",2017-01-28,2023-08-08,firefox
296,"West Debbiemouth",UT,44099,ahill@griffin.org,77.5,$427.31,Water,Active,195.144.121.254,427.31,673-403-5289,"kenneth collins","597 ford canyon",es-ES,unknown,2016-09-03,2025-01-23,edge
146,"Port Karenside",SD,23410,robertbrewer@hotmail.com,174.5,$314,Gas,Active,210.39.213.240,314.00,670-458-4575,"theresa torres","23943 howard union",es-ES,unknown,2015-01-31,2024-08-01,firefox
216,Michaeltown,IA,Unknown,"lallen at hotmail.com",588," $121.57",Electric,Active,70.31.175.41,121.57,(74-2)5-1264,"christine bowman","279 courtney tunnel",en-US,unknown,2022-09-03,2024-12-28,safari
265,"West Nathanchester",SC,63961,jean87@harrell.com,1691.7," $275.14",Gas,Active,221.126.191.147,275.14,498-393-2031,"shelby bartlett","76037 mitchell extension apt. 822",es-ES,unknown,2021-06-28,2024-10-30,safari
3,"New Nancy",IL,57819,"jacqueline19 at jackson.biz",1237.8,$308.18,Electric,Active,107.242.47.175,308.18,(99-1)4-9623,"holly wood","835 jeremy bypass suite 641",fr-FR,"porter, wilkerson and day",2016-10-28,2024-12-28,edge
195,Millerbury,NV,86928,carl24@gmail.com,293.8,$99.07,Electric,Active,147.89.46.216,99.07,819-860-7479,"alicia ray","8299 lopez crescent suite 504",es-ES,unknown,2020-11-03,2025-04-27,chrome
210,Krauseborough,MO,88018,qschwartz@yahoo.com,1847.6,$53.75,Gas,Active,38.240.134.95,53.75,694-377-8999,"timothy fowler","14066 ferrell green suite 271",en-US,unknown,2022-03-15,2023-03-18,edge
51,"Lake Samuel",MN,24184,"zoemoore at richard-garcia.net",1698.1,$267,Water,Active,203.241.183.1,267.00,814-519-6761,"gloria miranda","592 moore falls",en-US,unknown,2018-12-05,2023-08-24,chrome
7,Leeville,NE,Unknown,carlosjohnson@jones-young.info,566.9,427.14,Water,Active,211.38.61.61,427.14,(25-9)4-4622,"adrienne zimmerman","299 sanchez mountains",es-ES,henderson-owens,2020-12-21,2023-09-20,ie
202,"South Jacqueline",SC,Unknown,aguilarcheryl@hotmail.com,1183.1,$23.84,Water,Active,188.254.56.49,23.84,882-423-2850,"taylor robbins","40580 jacqueline view suite 140",en-US,unknown,2018-02-04,2025-03-21,firefox
125,"West Jessica",TX,40339,edwardcannon@gmail.com,1182.5,$439.06,Water,Active,201.231.39.32,439.06,(62-9)7-0319,"debbie dawson","520 bright green suite 660",en-US,unknown,2020-10-29,2025-02-01,chrome
267,Roweport,AZ,Unknown,regina04@hotmail.com,1952.4," $87.1",Gas,Active,212.8.60.253,87.10,659-752-3663,"stephen  haynes","673 terry valleys",en-US,unknown,2020-08-07,2025-07-27,firefox
75,"Lake Michelle",HI,50441,weaverbrian@gmail.com,469.5,237.34,Gas,Active,212.19.58.48,237.34,(53-5)7-9161,"laura williams","46226 haney light suite 661",es-ES,unknown,2020-07-30,2023-07-04,ie
110,Timothyfort,OK,57059,joshua20@harvey.biz,1035.6," $370.54",Gas,Active,216.167.104.191,370.54,(76-8)3-7090,"carrie lewis","14626 dawn union apt. 806",fr-FR,unknown,2015-02-09,2023-10-07,chrome
63,Michellemouth,MI,Unknown,dawn47@gmail.com,1883.4," $379.03",Water,Active,215.188.81.11,379.03,391-479-9481,"jennifer fowler","7102 perry mountain apt. 592",en-GB,anderson-wood,2015-11-21,2024-06-08,firefox
180,"Port Dennis",ID,73133,ryanhartman@anderson.info,1265.3,361.68,Water,Active,140.140.228.20,361.68,852-219-5644,"nicole johnston","641 shaw trail",fr-FR,unknown,2016-11-29,2025-04-21,firefox
148,"West Jessica",CA,26769,erinrivera@yahoo.com,1501.2,115.57,Gas,Active,208.152.158.141,115.57,719-507-3785,"margaret hill","5478 gregory rest apt. 428",es-ES,unknown,2017-11-25,2024-11-18,firefox
273,"North Joshua",IA,79417,schneiderchristopher@hotmail.com,1541.1,349.57,Water,Inactive,193.227.114.11,349.57,(25-4)4-7969,"laura hogan","837 david place",es-ES,unknown,2022-03-02,2025-11-18,safari
157,"Port Lorifort",AL,18301,bfrost@brown.com,1062.2,"440.5 USD",Water,Active,142.211.178.125,440.50,900-944-3140,"mark brock","066 dawson ranch",es-ES,"jefferson plc",2017-12-07,2023-01-26,chrome
45,Thompsonfurt,VT,80457,walkertracey@gmail.com,1776.6,272.56,Water,Active,126.181.85.102,272.56,225-008-4428,"leslie rose","43244 wilson parks apt. 39",es-ES,unknown,2019-05-11,2025-01-29,edge
187,Sullivanton,WA,Unknown,jeremyortiz@schaefer.com,1758.4,"365.27 USD",Water,Active,188.156.225.243,365.27,771-730-1394,"james wells","12797 delacruz gateway apt. 180",en-US,unknown,2015-10-24,2024-11-27,edge
72,Erikhaven,VT,78012,thomasboyle@green.info,585.2," $293.07",Water,Active,185.112.242.179,293.07,327-730-3507,"angie caldwell","4990 valdez square apt. 017",es-ES,unknown,2018-03-09,2024-05-28,ie
90,"West Anita",IN,15798,larry73@webb.info,323.3,$344.39,Gas,Active,181.246.225.181,344.39,303-808-1550,"angelica guerra","40105 erica expressway apt. 828",es-ES,unknown,2019-07-06,2024-04-24,ie
196,Reeveshaven,AL,91015,"wallaceangel at stein-moore.com",914.2,"118.62 USD",Electric,Active,169.139.37.77,118.62,915-779-4625,"james johnson","845 kayla courts apt. 307 apt. 407",en-US,unknown,2016-09-28,2025-03-09,chrome
259,Monicaville,ND,87539,lwhite@williams-butler.com,533.3,333.91,Gas,Active,71.119.168.31,333.91,374-791-4763,"brad gordon","779 peterson well apt. 321",en-GB,unknown,2020-04-23,2024-07-25,ie
85,Stewartville,AL,Unknown,jperez@yahoo.com,766.7,"316.82 USD",Electric,Active,75.254.58.31,316.82,211-467-6890,"erin walters","96194 jennifer corner suite 262",fr-FR,wallace-juarez,2018-06-10,2025-04-10,safari
235,Davidville,DC,72303,glasssamantha@wells.com,1228.7,"141.37 USD",Electric,Active,164.156.194.83,141.37,601-387-6412,"carolyn webster","6638 rick trace",en-US,unknown,2018-12-10,2025-08-02,chrome
140,Jamesmouth,IN,26539,lisa19@stevenson.net,1676.5,106.83,Gas,Active,202.188.72.144,106.83,350-323-8357,"melissa phillips","84066 frye spur suite 800",en-US,unknown,2015-06-24,2023-06-10,safari
23,"North John",NM,62994,anthony52@yahoo.com,1150.6," $409.98",Electric,Active,195.231.132.243,409.98,(69-9)4-2454,"jerry christensen","4549 peters path",fr-FR,unknown,2016-11-07,2023-09-19,safari
11,"West Juan",VT,51104,justin78@turner.net,206.2," $44.46",Electric,Active,184.9.47.110,44.46,330-390-1283,"gregory jones","841 joseph coves",en-GB,harris-walters,2015-08-23,2025-09-03,safari
159,"South Darrenland",SC,64046,gordonmatthew@pratt.net,453.4," $402.75",Water,Active,46.183.44.227,402.75,843-936-8482,"debbie russell","769 carrillo throughway suite 779",en-US,unknown,2015-05-27,2023-07-06,safari
32,Smithberg,SD,14278,melissajenkins@yahoo.com,1851.6,50.61,Water,Active,80.246.34.28,50.61,(44-5)3-7722,"veronica allen","662 hanna crossroad suite 171",fr-FR,unknown,2017-08-06,2024-08-02,safari
